Genero,Idoso,Casado,Dependentes,Tempo_como_Cliente,Servico_Telefone,Servico_Internet,Servico_Seguranca,Suporte_Tecnico,StreamingTV,Tipo_Contrato,Metodo_Pagamento,Pagamento_Mensal,Total_Pago,Churn
male,0,1,1,67,1,dsl,1,1,0,two year,bank transfer (automatic),60.4,3953.7,0
female,0,0,0,16,1,fiber optic,0,0,0,month-to-month,electronic check,72.65,1194.3,1
female,0,0,0,23,1,dsl,0,0,0,one year,bank transfer (automatic),55.8,1327.85,0
male,0,0,0,14,0,dsl,0,0,0,month-to-month,mailed check,31.1,419.7,0
female,0,1,1,1,1,no,0,0,0,month-to-month,electronic check,21.0,21.0,1
female,1,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,45.1,45.1,1
male,1,0,0,4,0,dsl,0,0,1,month-to-month,credit card (automatic),50.95,207.35,0
male,0,0,1,16,1,dsl,1,0,0,month-to-month,electronic check,69.1,1083.7,0
female,0,1,0,46,0,dsl,0,0,1,month-to-month,electronic check,43.95,2007.85,0
male,0,0,1,68,1,dsl,1,1,1,two year,bank transfer (automatic),86.5,5882.75,0
male,0,0,0,38,1,dsl,1,1,0,month-to-month,electronic check,69.95,2657.55,0
male,1,1,0,30,1,dsl,0,0,0,month-to-month,bank transfer (automatic),50.4,1527.5,1
female,1,0,0,5,1,fiber optic,0,0,0,month-to-month,electronic check,78.95,378.4,1
male,0,0,0,17,1,fiber optic,0,0,0,month-to-month,credit card (automatic),90.95,1612.2,0
male,0,1,1,4,1,no,0,0,0,two year,mailed check,19.9,76.65,0
female,0,0,0,12,1,no,0,0,0,one year,electronic check,20.15,260.7,0
male,0,1,1,72,1,dsl,1,1,1,two year,credit card (automatic),90.6,6441.85,0
male,0,0,0,3,1,fiber optic,0,0,1,month-to-month,electronic check,92.0,266.8,0
male,0,0,0,56,1,fiber optic,0,1,0,month-to-month,electronic check,94.45,5124.6,1
female,0,0,0,41,1,no,0,0,0,one year,mailed check,24.85,962.25,0
male,0,0,0,40,0,dsl,0,1,0,one year,credit card (automatic),36.0,1382.9,0
female,0,0,0,7,1,dsl,1,1,1,month-to-month,electronic check,78.5,571.05,0
male,0,0,0,69,1,no,0,0,0,two year,credit card (automatic),19.95,1399.35,0
male,0,1,1,7,1,no,0,0,0,one year,mailed check,20.65,150.0,0
female,0,1,1,5,0,dsl,0,0,0,month-to-month,electronic check,30.5,167.2,0
female,0,1,1,72,1,fiber optic,1,1,1,two year,credit card (automatic),106.1,7657.4,0
male,0,1,1,44,1,no,0,0,0,one year,bank transfer (automatic),20.5,865.05,0
female,0,0,0,65,1,fiber optic,0,0,1,one year,electronic check,95.5,6153.85,0
female,0,0,0,3,1,dsl,0,1,1,month-to-month,electronic check,64.6,174.2,0
male,0,0,0,24,1,dsl,0,1,0,month-to-month,credit card (automatic),51.1,1269.6,0
female,0,0,0,44,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),84.8,3862.55,1
female,1,1,0,72,1,dsl,1,1,1,two year,credit card (automatic),89.1,6352.4,0
male,0,0,0,24,1,dsl,1,1,0,month-to-month,electronic check,54.95,1348.5,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,50.9,50.9,1
male,0,1,0,22,1,no,0,0,0,month-to-month,bank transfer (automatic),20.45,471.55,0
male,0,1,1,70,1,dsl,0,1,1,two year,credit card (automatic),85.95,5931.75,0
male,0,1,1,25,1,dsl,0,0,1,month-to-month,electronic check,60.35,1404.65,0
male,0,1,1,37,1,no,0,0,0,two year,bank transfer (automatic),19.8,726.1,0
female,1,1,1,22,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),85.35,1961.6,0
female,0,1,1,59,1,dsl,0,1,1,two year,bank transfer (automatic),72.1,4194.85,0
male,0,1,1,49,1,fiber optic,0,0,1,month-to-month,electronic check,99.8,4872.45,1
male,0,1,1,47,1,fiber optic,0,1,1,month-to-month,bank transfer (automatic),107.35,5118.95,1
female,0,1,1,31,1,no,0,0,0,month-to-month,mailed check,19.55,658.95,1
male,0,1,1,1,1,fiber optic,0,0,0,month-to-month,electronic check,81.05,81.05,0
male,0,0,0,3,1,no,0,0,0,month-to-month,electronic check,20.5,76.95,0
female,0,1,0,53,1,fiber optic,0,1,1,one year,bank transfer (automatic),111.8,5809.75,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.2,20.2,0
male,0,0,0,20,1,no,0,0,0,one year,mailed check,19.7,415.9,0
female,0,0,0,3,1,fiber optic,1,0,0,month-to-month,electronic check,79.1,246.5,1
female,0,0,0,51,1,no,0,0,0,one year,bank transfer (automatic),19.85,996.95,0
female,0,1,0,51,1,dsl,1,1,0,one year,bank transfer (automatic),60.5,3145.15,0
female,0,1,1,13,1,no,0,0,0,two year,mailed check,19.55,265.3,0
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.9,20.9,0
male,0,0,1,1,1,no,0,0,0,month-to-month,mailed check,21.05,21.05,0
male,0,0,0,63,1,dsl,1,1,0,one year,electronic check,71.5,4576.3,0
male,0,0,0,3,1,dsl,0,0,0,month-to-month,mailed check,54.65,189.1,0
male,0,0,0,46,1,no,0,0,0,two year,credit card (automatic),19.2,908.15,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,credit card (automatic),49.8,49.8,0
male,0,0,1,8,0,dsl,0,0,0,month-to-month,mailed check,25.5,215.2,1
female,0,1,1,71,1,no,0,0,0,two year,bank transfer (automatic),20.5,1500.95,0
male,0,1,1,55,1,fiber optic,0,0,1,month-to-month,credit card (automatic),90.4,5099.15,0
female,0,0,0,70,1,fiber optic,0,1,0,one year,bank transfer (automatic),90.25,6385.95,0
female,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,80.75,159.45,1
male,0,1,1,67,1,fiber optic,1,1,1,two year,bank transfer (automatic),104.6,6885.75,0
male,0,1,0,65,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),91.85,5940.85,1
male,0,1,0,14,1,dsl,0,0,0,month-to-month,credit card (automatic),50.2,668.85,0
female,0,1,1,20,1,fiber optic,0,1,0,month-to-month,bank transfer (automatic),95.5,1916.2,0
male,0,0,1,1,1,fiber optic,0,0,0,month-to-month,electronic check,75.35,75.35,1
male,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,75.45,75.45,1
female,0,1,1,49,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),95.4,4613.95,0
female,0,0,0,72,1,fiber optic,1,0,1,two year,bank transfer (automatic),101.3,7261.25,0
female,0,1,0,46,1,dsl,1,0,0,month-to-month,electronic check,53.1,2459.8,0
male,0,0,0,24,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),84.85,2048.8,0
female,0,1,1,5,0,dsl,0,1,0,month-to-month,electronic check,34.25,163.55,0
female,0,1,1,33,1,fiber optic,0,1,0,month-to-month,credit card (automatic),88.6,2888.7,0
female,0,0,0,42,1,dsl,1,0,0,one year,bank transfer (automatic),60.15,2421.6,0
male,0,0,0,23,1,fiber optic,1,0,1,one year,credit card (automatic),99.95,2292.75,0
male,0,0,0,8,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),70.7,553.4,0
male,0,0,0,66,1,dsl,1,0,0,one year,mailed check,54.8,3465.7,0
male,0,0,0,24,1,dsl,1,0,0,month-to-month,bank transfer (automatic),49.55,1210.4,1
male,1,0,0,24,1,dsl,0,0,0,month-to-month,credit card (automatic),54.8,1291.3,0
male,0,0,0,69,1,dsl,1,1,0,one year,credit card (automatic),78.6,5356.45,1
female,0,0,0,53,1,fiber optic,0,0,1,one year,mailed check,100.3,5200.8,0
female,0,0,0,60,0,dsl,1,0,1,two year,electronic check,53.6,3237.05,0
female,0,1,0,7,1,fiber optic,0,0,1,month-to-month,electronic check,81.1,576.65,1
female,0,0,0,20,1,no,0,0,0,one year,credit card (automatic),19.35,433.75,0
female,0,1,1,23,1,fiber optic,0,0,0,month-to-month,electronic check,85.6,1868.4,0
male,0,1,1,72,1,dsl,1,1,1,two year,electronic check,80.8,5728.55,0
male,0,1,0,11,1,fiber optic,0,0,0,month-to-month,electronic check,74.95,825.7,1
male,0,0,0,21,1,no,0,0,0,two year,mailed check,19.6,390.4,0
male,1,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,93.55,93.55,1
male,1,0,0,31,1,fiber optic,0,0,1,month-to-month,electronic check,90.7,2845.15,0
female,0,0,0,57,1,dsl,0,1,1,two year,mailed check,69.75,3894.4,0
female,0,1,1,45,1,no,0,0,0,two year,bank transfer (automatic),20.0,886.4,0
male,0,0,0,10,1,fiber optic,0,0,0,month-to-month,electronic check,95.25,1021.55,0
female,0,1,0,58,1,fiber optic,0,1,1,month-to-month,credit card (automatic),102.1,5885.4,1
male,0,0,1,14,1,no,0,0,0,month-to-month,mailed check,19.95,268.4,0
male,0,1,0,27,1,dsl,1,1,1,one year,mailed check,80.85,2204.35,0
female,0,1,1,14,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),90.9,1259.0,1
female,0,1,1,12,0,dsl,0,0,0,month-to-month,mailed check,29.2,309.1,1
female,0,1,1,69,1,fiber optic,0,1,0,two year,bank transfer (automatic),93.3,6398.05,0
female,0,1,1,25,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),89.15,2257.75,1
male,1,1,0,58,1,fiber optic,1,0,1,one year,electronic check,108.85,6287.25,1
female,0,1,1,35,0,dsl,1,1,1,two year,credit card (automatic),46.35,1662.05,0
female,1,0,0,16,1,fiber optic,0,0,1,month-to-month,electronic check,84.75,1350.15,1
male,0,1,1,45,1,dsl,0,0,1,one year,credit card (automatic),78.75,3600.65,0
female,0,0,0,17,1,fiber optic,0,0,1,month-to-month,electronic check,83.55,1329.15,0
female,0,1,1,1,1,dsl,0,0,0,month-to-month,electronic check,45.7,45.7,1
male,0,0,0,22,1,no,0,0,0,one year,mailed check,19.6,422.5,0
female,1,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,69.95,69.95,1
male,0,1,1,67,1,dsl,1,1,0,two year,mailed check,67.85,4627.65,0
female,0,1,1,67,1,fiber optic,0,1,1,two year,bank transfer (automatic),105.65,6717.9,0
female,0,1,0,2,0,dsl,0,0,1,month-to-month,electronic check,44.6,97.1,1
male,0,0,0,23,1,fiber optic,0,0,0,month-to-month,electronic check,74.95,1710.45,1
female,1,0,0,9,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.5,637.4,0
female,0,0,0,5,1,no,0,0,0,month-to-month,mailed check,20.15,117.95,0
male,0,0,0,54,0,dsl,1,1,1,two year,credit card (automatic),45.2,2460.55,0
female,0,0,0,57,1,fiber optic,0,0,1,two year,electronic check,95.25,5464.65,1
male,0,0,0,24,1,fiber optic,0,0,1,month-to-month,mailed check,89.85,2165.05,1
female,0,1,1,49,1,fiber optic,0,0,1,one year,mailed check,100.45,4941.8,1
male,0,0,0,5,1,dsl,0,0,0,month-to-month,electronic check,47.15,223.15,1
male,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,80.2,181.1,1
female,0,0,1,4,1,fiber optic,0,1,0,month-to-month,mailed check,87.1,341.45,1
male,0,1,1,70,1,dsl,1,1,1,two year,bank transfer (automatic),79.25,5731.85,0
male,0,0,0,5,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),75.9,357.75,1
male,0,1,1,53,1,dsl,1,1,1,month-to-month,electronic check,85.7,4616.1,0
female,0,1,0,47,1,fiber optic,1,0,1,month-to-month,electronic check,98.75,4533.7,1
female,0,0,1,31,1,no,0,0,0,one year,credit card (automatic),20.1,589.25,0
male,0,1,1,13,1,dsl,0,1,0,month-to-month,bank transfer (automatic),61.8,750.1,0
female,0,1,1,28,1,dsl,0,0,0,month-to-month,mailed check,49.9,1410.25,0
female,0,0,0,10,1,fiber optic,0,0,0,month-to-month,electronic check,86.45,830.85,1
male,0,1,0,38,1,no,0,0,0,two year,bank transfer (automatic),20.4,743.5,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,45.3,45.3,1
male,0,1,0,67,1,fiber optic,0,0,1,one year,electronic check,104.1,7040.85,1
male,0,1,0,52,1,dsl,1,0,1,one year,mailed check,75.4,3865.45,0
male,0,1,1,62,1,fiber optic,1,1,1,two year,mailed check,108.15,6825.65,0
female,0,0,0,16,1,fiber optic,0,0,0,month-to-month,electronic check,86.25,1340.1,0
female,1,1,0,5,1,fiber optic,0,0,0,month-to-month,electronic check,81.0,371.65,1
male,0,0,0,12,1,fiber optic,0,0,1,one year,electronic check,95.7,1184.0,0
female,0,1,1,72,1,fiber optic,1,1,1,two year,bank transfer (automatic),116.85,8477.7,0
male,1,0,0,71,1,fiber optic,0,1,1,one year,bank transfer (automatic),105.75,7382.85,0
female,0,1,0,24,1,no,0,0,0,one year,mailed check,20.15,456.85,0
female,0,0,0,15,1,no,0,0,0,two year,mailed check,19.6,331.6,0
male,0,1,0,67,1,fiber optic,1,0,0,one year,credit card (automatic),90.6,6056.15,1
male,0,0,1,2,1,dsl,1,0,0,month-to-month,bank transfer (automatic),60.95,134.6,0
female,0,1,1,5,0,dsl,0,0,0,month-to-month,mailed check,25.05,125.5,0
female,0,1,0,15,1,fiber optic,0,0,1,month-to-month,electronic check,88.15,1390.6,1
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.2,20.2,1
male,0,1,1,41,1,dsl,1,0,0,one year,bank transfer (automatic),60.3,2511.3,0
female,0,0,1,43,1,dsl,1,0,0,month-to-month,electronic check,63.95,2737.05,0
male,1,1,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,74.3,74.3,0
female,1,0,0,1,1,fiber optic,0,0,0,month-to-month,mailed check,70.6,70.6,0
female,0,1,1,26,1,fiber optic,0,0,1,month-to-month,electronic check,90.8,2361.8,1
male,0,0,0,22,1,fiber optic,0,0,0,month-to-month,electronic check,79.35,1730.35,1
male,0,1,0,71,1,dsl,1,1,1,two year,bank transfer (automatic),90.55,6404.0,0
male,0,0,0,7,1,no,0,0,0,two year,mailed check,19.45,165.35,0
female,1,0,0,28,1,dsl,0,1,0,month-to-month,bank transfer (automatic),64.45,1867.6,0
male,1,0,0,16,1,fiber optic,0,0,0,month-to-month,electronic check,69.65,1043.3,0
male,0,0,0,7,1,no,0,0,0,one year,mailed check,19.5,128.6,0
female,0,0,0,69,1,fiber optic,0,1,1,two year,bank transfer (automatic),110.5,7455.45,0
female,0,0,1,1,0,dsl,0,0,0,month-to-month,mailed check,24.7,24.7,0
male,0,0,0,3,1,dsl,1,0,1,month-to-month,electronic check,77.4,206.15,0
male,1,0,0,21,1,fiber optic,0,0,1,month-to-month,bank transfer (automatic),96.8,2030.3,1
female,0,1,0,69,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),85.4,5869.4,0
female,0,1,0,71,0,dsl,1,1,0,two year,bank transfer (automatic),47.6,3377.8,0
female,0,1,1,69,1,no,0,0,0,two year,mailed check,19.4,1346.2,0
female,0,0,0,48,1,fiber optic,0,1,1,month-to-month,electronic check,103.85,4946.05,0
male,0,1,0,47,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),83.35,4065.0,1
female,0,0,0,2,1,dsl,0,0,0,month-to-month,electronic check,49.4,106.55,1
male,0,0,0,45,1,fiber optic,1,1,1,month-to-month,credit card (automatic),108.45,4964.7,0
male,0,0,0,51,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),81.0,4085.75,0
female,0,1,0,22,1,dsl,1,1,1,month-to-month,electronic check,79.2,1742.75,1
male,0,0,0,72,1,dsl,1,1,1,two year,bank transfer (automatic),86.65,6224.8,0
male,0,1,1,37,1,fiber optic,0,0,1,month-to-month,electronic check,92.95,3415.25,0
male,0,1,1,71,1,dsl,1,1,1,two year,electronic check,90.35,6325.25,0
male,0,1,1,7,1,dsl,0,0,0,month-to-month,electronic check,48.7,340.25,1
female,0,0,0,66,1,no,0,0,0,two year,credit card (automatic),25.15,1683.6,0
male,0,1,1,51,1,dsl,1,1,1,one year,bank transfer (automatic),76.4,3966.3,0
female,0,1,1,30,1,no,0,0,0,one year,bank transfer (automatic),19.55,608.5,0
female,0,0,0,34,1,fiber optic,0,0,1,month-to-month,electronic check,85.35,2896.6,0
male,0,1,1,64,1,no,0,0,0,two year,mailed check,24.8,1514.85,0
male,1,1,0,65,1,fiber optic,0,0,1,one year,bank transfer (automatic),103.15,6792.45,0
male,0,0,0,47,1,fiber optic,1,1,1,month-to-month,mailed check,100.75,4669.2,0
female,0,0,0,1,1,fiber optic,1,0,1,month-to-month,electronic check,95.6,95.6,1
female,0,0,0,49,1,dsl,1,0,0,month-to-month,credit card (automatic),59.75,2934.3,1
female,0,1,1,67,1,fiber optic,0,1,1,two year,credit card (automatic),94.1,6302.8,0
male,0,0,1,39,1,no,0,0,0,one year,bank transfer (automatic),19.35,779.2,0
male,0,0,0,14,1,no,0,0,0,month-to-month,mailed check,19.9,283.75,0
female,1,0,0,43,1,fiber optic,1,1,1,month-to-month,credit card (automatic),108.15,4600.7,1
male,1,0,0,56,1,fiber optic,0,0,1,month-to-month,electronic check,101.05,5594.0,0
female,0,0,0,14,1,dsl,0,1,0,one year,credit card (automatic),59.1,772.85,0
female,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,71.35,71.35,1
male,0,1,1,16,1,dsl,1,0,0,one year,mailed check,55.85,857.8,0
male,0,1,1,70,1,fiber optic,1,0,1,month-to-month,electronic check,106.05,7554.05,0
male,1,1,0,72,1,dsl,1,0,1,two year,credit card (automatic),84.1,5981.65,0
female,0,1,1,23,1,fiber optic,0,0,0,month-to-month,credit card (automatic),75.3,1702.9,0
male,0,0,1,21,1,no,0,0,0,month-to-month,mailed check,24.7,467.15,0
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.15,20.15,1
male,0,0,1,1,1,fiber optic,0,0,0,month-to-month,bank transfer (automatic),69.75,69.75,1
female,1,1,0,32,1,fiber optic,0,0,1,month-to-month,electronic check,93.2,2931.0,1
male,0,1,1,17,1,fiber optic,0,0,1,month-to-month,electronic check,80.85,1400.85,1
female,0,0,0,4,0,dsl,1,0,0,month-to-month,electronic check,33.65,137.85,1
female,0,0,0,36,1,dsl,0,0,0,one year,electronic check,55.8,1941.5,0
female,0,0,0,50,0,dsl,0,1,0,two year,credit card (automatic),39.7,1932.75,0
female,0,1,1,48,0,dsl,0,1,0,month-to-month,credit card (automatic),29.5,1423.05,0
female,0,0,1,50,1,no,0,0,0,two year,credit card (automatic),20.15,970.85,0
male,0,1,0,72,1,dsl,1,1,0,two year,credit card (automatic),79.55,5810.9,0
male,0,0,1,10,1,no,0,0,0,month-to-month,credit card (automatic),24.8,223.9,0
female,0,0,0,18,1,no,0,0,0,month-to-month,mailed check,19.65,391.7,0
male,0,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,79.95,79.95,1
female,0,0,0,1,1,no,0,0,0,month-to-month,electronic check,19.3,19.3,1
male,0,0,0,9,1,fiber optic,0,0,1,month-to-month,electronic check,94.05,811.65,0
male,0,0,0,2,1,fiber optic,1,0,0,month-to-month,mailed check,90.75,174.75,0
female,0,1,0,40,1,fiber optic,0,1,0,month-to-month,credit card (automatic),78.85,3126.85,0
male,0,1,0,69,1,fiber optic,0,0,1,one year,bank transfer (automatic),99.5,6841.45,0
female,0,1,0,37,1,fiber optic,1,1,0,one year,electronic check,99.2,3754.6,1
male,0,0,1,18,1,fiber optic,0,0,0,month-to-month,credit card (automatic),80.55,1406.65,0
male,1,1,0,11,1,fiber optic,0,0,0,month-to-month,electronic check,70.2,834.7,0
female,0,1,0,8,1,fiber optic,0,0,0,month-to-month,credit card (automatic),85.2,627.4,1
female,0,0,0,3,1,fiber optic,0,0,0,month-to-month,electronic check,75.25,242.0,1
male,0,1,1,55,1,dsl,1,0,0,one year,credit card (automatic),59.45,3157.0,0
male,0,1,0,33,1,fiber optic,0,0,0,month-to-month,electronic check,93.35,3092.0,0
female,0,0,0,46,1,dsl,0,0,0,month-to-month,bank transfer (automatic),44.95,2168.9,0
male,0,0,0,34,1,no,0,0,0,two year,bank transfer (automatic),26.1,980.35,0
female,0,0,0,3,1,no,0,0,0,month-to-month,electronic check,20.2,65.95,0
male,0,1,1,30,1,no,0,0,0,two year,mailed check,21.25,711.9,0
female,0,0,0,33,1,dsl,1,1,0,one year,electronic check,59.4,1952.8,0
male,0,1,1,45,1,fiber optic,0,0,0,one year,credit card (automatic),95.0,4368.85,0
male,0,0,0,40,1,dsl,1,1,0,month-to-month,mailed check,61.9,2647.1,0
female,0,0,0,71,1,fiber optic,1,1,1,two year,electronic check,118.65,8477.6,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,54.35,54.35,1
female,0,1,1,72,0,dsl,1,1,1,two year,bank transfer (automatic),64.45,4528.0,0
female,0,1,1,22,1,fiber optic,0,0,0,month-to-month,electronic check,80.15,1790.65,0
male,0,1,1,46,1,no,0,0,0,one year,bank transfer (automatic),20.2,845.6,0
female,0,1,1,55,1,no,0,0,0,two year,mailed check,21.0,1210.3,0
male,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.45,20.45,0
female,0,0,0,12,1,dsl,0,1,1,one year,mailed check,75.85,854.45,0
male,0,0,0,31,1,fiber optic,0,0,0,month-to-month,electronic check,80.45,2429.1,0
male,0,1,0,5,0,dsl,0,0,0,month-to-month,electronic check,24.95,100.4,1
female,0,1,1,67,1,dsl,1,0,1,two year,electronic check,75.5,5229.45,0
male,0,0,0,1,1,dsl,0,0,0,month-to-month,mailed check,44.45,44.45,0
male,0,1,0,40,0,dsl,1,0,0,one year,electronic check,42.35,1716.45,1
male,0,1,1,41,1,dsl,1,0,1,month-to-month,credit card (automatic),74.55,3023.55,0
male,0,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,75.3,75.3,1
male,0,0,0,51,1,fiber optic,1,0,1,one year,electronic check,94.8,4837.6,1
male,0,1,1,42,0,dsl,1,1,1,two year,credit card (automatic),48.15,2032.3,0
male,0,1,1,23,1,no,0,0,0,one year,mailed check,19.65,436.9,0
female,1,0,0,1,1,fiber optic,0,0,0,month-to-month,electronic check,70.55,70.55,1
female,0,0,0,1,1,no,0,0,0,month-to-month,mailed check,20.15,20.15,0
female,0,0,0,56,1,fiber optic,1,0,1,month-to-month,credit card (automatic),106.6,5893.95,0
male,0,0,1,15,1,fiber optic,0,0,1,month-to-month,electronic check,91.0,1430.05,0
male,0,1,1,12,1,no,0,0,0,two year,bank transfer (automatic),25.4,313.0,0
female,0,1,1,54,1,dsl,1,1,0,two year,bank transfer (automatic),69.95,3871.85,0
female,0,0,0,7,1,dsl,0,0,1,month-to-month,electronic check,66.85,458.1,0
female,0,1,1,33,1,fiber optic,0,0,0,month-to-month,credit card (automatic),86.15,2745.7,1
male,0,1,1,16,1,no,0,0,0,month-to-month,electronic check,20.15,341.35,0
female,0,0,1,21,1,dsl,1,0,0,one year,mailed check,64.85,1336.8,0
male,1,1,0,30,1,dsl,0,0,1,two year,electronic check,74.85,2181.75,0
male,0,0,0,3,1,dsl,0,1,0,month-to-month,mailed check,50.5,147.75,0
male,0,0,0,11,1,fiber optic,0,0,0,month-to-month,electronic check,72.9,818.45,0
female,0,0,0,62,1,fiber optic,1,1,1,one year,credit card (automatic),115.05,7133.45,0
male,0,0,0,18,1,no,0,0,0,month-to-month,electronic check,19.0,348.8,0
male,0,0,1,6,1,no,0,0,0,month-to-month,mailed check,19.55,128.6,0
female,0,0,0,46,1,fiber optic,0,0,1,one year,electronic check,101.1,4674.4,0
male,0,0,0,21,1,fiber optic,0,0,0,month-to-month,electronic check,84.1,1737.45,0
male,0,0,0,68,1,no,0,0,0,two year,bank transfer (automatic),24.15,1498.85,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,electronic check,50.1,50.1,0
female,0,1,0,25,1,fiber optic,0,0,0,month-to-month,electronic check,74.6,1797.75,0
female,0,0,1,24,1,no,0,0,0,two year,mailed check,19.75,498.1,0
female,0,1,0,30,1,fiber optic,0,0,0,month-to-month,electronic check,85.0,2624.25,1
female,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,80.55,184.1,1
male,0,1,0,51,1,fiber optic,0,0,1,one year,bank transfer (automatic),106.8,5498.8,0
female,0,1,1,57,1,dsl,1,1,1,two year,electronic check,84.5,4845.4,0
female,0,0,0,15,1,no,0,0,0,two year,bank transfer (automatic),25.05,369.1,0
female,0,1,1,72,1,dsl,1,1,1,two year,bank transfer (automatic),83.7,6096.9,0
female,0,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,75.8,160.75,1
male,0,1,0,28,1,fiber optic,0,0,1,month-to-month,credit card (automatic),96.6,2684.35,0
male,1,1,0,29,1,fiber optic,0,0,1,month-to-month,electronic check,98.5,3004.15,1
male,0,1,1,70,1,fiber optic,1,1,1,two year,credit card (automatic),101.1,6994.8,0
female,0,0,0,13,1,no,0,0,0,one year,mailed check,20.2,273.25,0
female,1,1,0,59,1,fiber optic,1,1,0,one year,electronic check,94.05,5483.9,0
male,1,1,0,13,1,fiber optic,0,0,1,month-to-month,electronic check,95.25,1233.65,1
male,1,1,0,7,1,fiber optic,0,0,0,month-to-month,mailed check,74.4,527.9,1
female,0,1,0,62,1,dsl,1,1,1,two year,mailed check,81.0,4985.9,0
female,0,0,0,21,1,dsl,1,1,0,one year,electronic check,60.25,1258.35,0
female,0,0,0,2,1,dsl,0,0,0,month-to-month,electronic check,60.85,111.4,0
female,0,0,0,1,1,dsl,0,0,0,month-to-month,credit card (automatic),43.95,43.95,0
male,0,0,0,4,1,fiber optic,0,0,0,month-to-month,electronic check,86.05,308.1,0
female,0,0,0,19,1,no,0,0,0,one year,credit card (automatic),20.25,383.65,0
female,0,0,0,30,1,fiber optic,0,1,1,month-to-month,electronic check,85.15,2555.9,1
male,0,1,1,67,1,no,0,0,0,two year,credit card (automatic),19.4,1284.2,0
male,1,1,0,72,1,fiber optic,1,0,0,two year,credit card (automatic),102.65,7550.3,0
male,0,1,0,53,1,no,0,0,0,two year,credit card (automatic),19.9,1110.05,0
female,0,0,0,5,1,no,0,0,0,one year,electronic check,19.55,99.6,0
male,1,1,0,71,1,fiber optic,0,1,0,two year,credit card (automatic),95.5,6707.15,0
female,0,1,1,50,1,dsl,0,1,1,one year,credit card (automatic),84.15,4164.4,0
male,0,1,1,56,1,fiber optic,0,1,1,two year,electronic check,103.2,5873.75,0
male,0,0,0,2,1,dsl,0,1,0,month-to-month,credit card (automatic),50.2,109.25,0
female,1,0,0,2,1,fiber optic,0,0,0,month-to-month,electronic check,88.55,179.25,1
male,0,1,1,24,1,dsl,1,0,0,month-to-month,electronic check,54.75,1338.15,1
male,0,1,1,46,1,no,0,0,0,two year,credit card (automatic),19.95,862.4,0
male,0,1,0,71,1,fiber optic,1,1,1,two year,electronic check,116.25,8564.75,0
female,0,0,0,29,0,dsl,0,1,0,month-to-month,electronic check,31.2,926.2,0
male,0,1,1,69,1,no,0,0,0,two year,bank transfer (automatic),24.45,1718.2,0
male,0,1,0,71,1,dsl,0,1,1,two year,credit card (automatic),84.2,5956.85,0
female,1,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,91.3,91.3,1
male,1,1,0,56,1,dsl,1,1,1,two year,bank transfer (automatic),85.65,4824.45,0
male,0,0,1,56,1,no,0,0,0,one year,mailed check,21.2,1238.65,0
male,0,0,0,1,1,fiber optic,0,0,1,month-to-month,electronic check,79.5,79.5,1
female,0,1,0,28,1,no,0,0,0,one year,mailed check,25.55,672.2,0
female,0,1,1,19,1,no,0,0,0,month-to-month,mailed check,20.2,382.2,0
male,0,1,0,66,1,dsl,0,1,0,month-to-month,electronic check,63.85,4264.6,0
female,0,1,1,17,1,dsl,0,1,0,one year,mailed check,61.95,1070.7,0
